msno,cutoff_time,label,days_to_churn,churn_date
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2015-10-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2015-11-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2015-12-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-01-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-02-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-03-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-04-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-05-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-06-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-07-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-08-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-09-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-10-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-11-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2016-12-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2017-01-01,0.0,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2017-02-01,,,
+6KodETinDioAsOrJjj1UH425xG3uM6N/bd49J15How=,2017-03-01,,,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2015-11-01,0.0,87.00000000000001,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2015-12-01,1.0,57.0,2016-01-27
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-01-01,,26.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-02-01,,313.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-03-01,,284.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-04-01,,253.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-05-01,,223.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-06-01,,192.00000000000003,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-07-01,,162.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-08-01,,131.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-09-01,,100.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-10-01,0.0,70.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-11-01,1.0,39.0,2016-12-10
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2016-12-01,0.0,9.0,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2017-01-01,0.0,,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2017-02-01,,,
+7FBvSUAwpI9nXTF7n33CrossTtESxfwNT42BNyBGFk=,2017-03-01,,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2016-07-01,0.0,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2016-08-01,0.0,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2016-09-01,0.0,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2016-10-01,0.0,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2016-11-01,0.0,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2016-12-01,0.0,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2017-01-01,0.0,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2017-02-01,,,
+D+3F6O/kslKn+gVHpSNUFMLBuT9LlN/12eyPLiYko0=,2017-03-01,,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-03-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-04-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-05-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-06-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-07-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-08-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-09-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-10-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-11-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2015-12-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-01-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-02-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-03-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-04-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-05-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-06-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-07-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-08-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-09-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-10-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-11-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2016-12-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2017-01-01,0.0,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2017-02-01,,,
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,2017-03-01,,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2016-07-01,0.0,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2016-08-01,0.0,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2016-09-01,0.0,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2016-10-01,0.0,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2016-11-01,0.0,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2016-12-01,0.0,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2017-01-01,0.0,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2017-02-01,,,
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,2017-03-01,,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2016-08-01,0.0,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2016-09-01,0.0,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2016-10-01,0.0,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2016-11-01,0.0,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2016-12-01,0.0,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2017-01-01,0.0,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2017-02-01,,,
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,2017-03-01,,,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2016-06-01,0.0,142.0,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2016-07-01,0.0,112.0,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2016-08-01,0.0,81.0,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2016-09-01,1.0,50.0,2016-10-21
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2016-10-01,0.0,20.0,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2016-11-01,0.0,,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2016-12-01,0.0,,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2017-01-01,,,
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,2017-02-01,,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2015-09-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2015-10-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2015-11-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2015-12-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-01-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-02-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-03-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-04-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-05-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-06-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-07-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-08-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-09-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-10-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-11-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2016-12-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2017-01-01,0.0,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2017-02-01,,,
+Q7+i3rYPHb1cUmfldD6rCh2uunZ4xf/Fgo/omskam8=,2017-03-01,,,
+QxHYXGsJf8RhUA8SxYR3ySkV32KhwyaX743aI7vaXw=,2016-10-01,0.0,,
+QxHYXGsJf8RhUA8SxYR3ySkV32KhwyaX743aI7vaXw=,2016-11-01,0.0,,
+QxHYXGsJf8RhUA8SxYR3ySkV32KhwyaX743aI7vaXw=,2016-12-01,0.0,,
+QxHYXGsJf8RhUA8SxYR3ySkV32KhwyaX743aI7vaXw=,2017-01-01,,,
+QxHYXGsJf8RhUA8SxYR3ySkV32KhwyaX743aI7vaXw=,2017-02-01,,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-01-01,0.0,472.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-02-01,0.0,441.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-03-01,0.0,413.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-04-01,0.0,382.00000000000006,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-05-01,0.0,352.00000000000006,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-06-01,0.0,321.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-07-01,0.0,291.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-08-01,0.0,260.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-09-01,0.0,229.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-10-01,0.0,199.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-11-01,0.0,168.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2015-12-01,0.0,138.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-01-01,0.0,107.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-02-01,0.0,76.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-03-01,1.0,47.00000000000001,2016-04-17
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-04-01,,16.0,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-05-01,,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-06-01,0.0,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-07-01,0.0,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-08-01,0.0,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-09-01,0.0,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-10-01,0.0,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-11-01,0.0,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2016-12-01,0.0,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2017-01-01,,,
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,2017-02-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-02-01,0.0,85.0,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-03-01,1.0,57.0,2015-04-27
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-04-01,,26.0,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-05-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-06-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-07-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-08-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-09-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-10-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-11-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2015-12-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-01-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-02-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-03-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-04-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-05-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-06-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-07-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-08-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-09-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-10-01,0.0,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-11-01,0.0,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2016-12-01,0.0,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2017-01-01,0.0,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2017-02-01,,,
+WwWjhfEb5I4JtgGr3P1s01aIGwr7xzPRxIPeFE5joM=,2017-03-01,,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-04-01,0.0,70.0,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-05-01,1.0,40.0,2016-06-10
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-06-01,0.0,9.0,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-07-01,0.0,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-08-01,0.0,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-09-01,0.0,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-10-01,0.0,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-11-01,0.0,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2016-12-01,0.0,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2017-01-01,,,
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,2017-02-01,,,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-01-01,0.0,470.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-02-01,0.0,439.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-03-01,0.0,411.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-04-01,0.0,380.00000000000006,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-05-01,0.0,350.00000000000006,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-06-01,0.0,319.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-07-01,0.0,289.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-08-01,0.0,258.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-09-01,0.0,227.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-10-01,0.0,197.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-11-01,0.0,166.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2015-12-01,0.0,136.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-01-01,0.0,105.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-02-01,0.0,74.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-03-01,1.0,45.00000000000001,2016-04-15
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-04-01,,14.0,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-05-01,,,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-06-01,0.0,,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-07-01,0.0,,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-08-01,0.0,,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-09-01,0.0,,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-10-01,0.0,,
+eELJ1gSSkwJItUOLgavd0hFy/TLj0RVrcaPgQunOPM=,2016-11-01,0.0,,
